no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,market_segment_type_Aviation,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,booking_status_Not_Canceled,room_type_reserved,total_nights,total_people,price_per_person,is_family,stay_duration_flag,lead_time_category_8-30j,lead_time_category_31-90j,lead_time_category_91-180j,lead_time_category_181j+,meal_plan_selected
2,0,0,2,0,130,2018,5,6,0,0,0,114.3,1,0,0,0,0,1,1,1,2,2,57.15,0,0,0,0,1,0,1
1,0,0,3,0,2,2018,4,20,0,0,0,72.38,1,0,0,0,0,1,1,1,3,1,72.38,0,0,0,0,0,0,0
1,0,2,2,0,3,2018,1,30,0,0,0,80.0,0,0,0,0,0,1,1,1,4,1,80.0,0,0,0,0,0,0,1
2,0,1,2,0,215,2018,7,8,0,0,0,96.3,0,0,0,0,0,1,0,1,3,2,48.15,0,0,0,0,0,1,1
2,0,1,1,0,0,2018,8,1,0,0,0,85.86,1,0,0,0,0,1,1,1,2,2,42.93,0,0,0,0,0,0,1
2,0,0,1,0,211,2018,11,18,0,0,0,78.3,0,0,0,0,0,1,0,1,1,2,39.15,0,0,0,0,0,1,1
1,0,0,1,0,16,2018,2,26,0,0,0,31.0,1,0,0,1,0,0,1,1,1,1,31.0,0,0,1,0,0,0,1
2,0,0,2,0,148,2018,6,17,0,0,0,116.1,0,0,0,0,0,1,0,1,2,2,58.05,0,0,0,0,1,0,0
1,0,2,3,0,212,2018,5,20,0,0,0,70.0,0,0,0,0,1,0,1,1,5,1,70.0,0,0,0,0,0,1,1
3,0,1,3,0,27,2018,7,25,0,0,0,182.33,0,0,0,0,0,1,0,4,4,3,60.77666666666667,0,0,1,0,0,0,1
2,0,2,1,0,6,2018,10,16,0,0,0,111.67,3,0,0,0,0,1,1,1,3,2,55.835,0,0,0,0,0,0,0
2,0,2,3,0,96,2018,4,10,0,0,0,84.15,1,0,0,0,0,1,1,1,5,2,42.075,0,0,0,0,1,0,1
2,0,1,1,0,38,2018,5,7,0,0,0,135.9,0,0,0,0,0,1,0,1,2,2,67.95,0,0,0,1,0,0,1
1,0,0,2,0,192,2018,6,24,0,0,0,95.0,0,0,0,0,1,0,1,1,2,1,95.0,0,0,0,0,0,1,1
3,0,0,2,0,36,2018,7,14,0,0,0,168.3,2,0,0,0,0,1,1,4,2,3,56.1,0,0,0,1,0,0,1
2,1,0,2,0,86,2018,8,9,0,0,0,120.69,1,0,0,0,0,1,0,1,2,3,40.23,1,0,0,1,0,0,1
2,0,0,3,0,37,2018,10,13,0,0,0,105.0,0,0,0,0,1,0,1,1,3,2,52.5,0,0,0,1,0,0,1
3,0,2,1,0,36,2018,4,10,0,0,0,137.7,0,0,0,0,0,1,0,1,3,3,45.9,0,0,0,1,0,0,1
1,0,2,3,0,34,2018,11,6,0,0,0,161.5,1,0,0,0,0,1,1,1,5,1,161.5,0,0,0,1,0,0,1
1,0,0,2,0,103,2018,4,19,0,0,0,115.0,0,0,0,0,1,0,0,1,2,1,115.0,0,0,0,0,1,0,1
2,0,1,2,0,101,2018,10,24,0,0,0,100.2,4,0,0,0,0,1,1,1,3,2,50.1,0,0,0,0,1,0,1
2,0,2,1,0,19,2018,2,7,0,0,0,82.8,2,0,0,0,0,1,1,4,3,2,41.4,0,0,1,0,0,0,1
2,0,1,2,0,7,2017,8,17,0,0,0,90.0,1,0,0,0,0,1,1,1,3,2,45.0,0,0,0,0,0,0,1
2,0,0,3,0,13,2017,9,30,0,0,0,123.67,2,0,0,0,1,0,1,1,3,2,61.835,0,0,1,0,0,0,1
2,0,0,3,0,6,2018,1,7,0,0,0,89.0,0,0,0,0,0,1,1,1,3,2,44.5,0,0,0,0,0,0,1
2,0,2,2,0,1,2018,11,20,0,0,0,91.38,2,0,0,0,0,1,1,1,4,2,45.69,0,0,0,0,0,0,1
2,0,1,0,0,59,2018,10,9,0,0,0,108.0,1,0,0,0,0,1,1,1,1,2,54.0,0,0,0,1,0,0,0
2,0,2,3,0,70,2018,4,2,0,0,0,61.56,2,0,0,0,0,1,1,1,5,2,30.78,0,0,0,1,0,0,1
2,0,2,0,0,20,2018,12,4,0,0,0,88.0,1,0,0,0,0,1,1,1,2,2,44.0,0,0,1,0,0,0,0
1,0,1,5,0,124,2018,3,15,0,0,0,46.67,1,0,0,0,1,0,1,1,6,1,46.67,0,0,0,0,1,0,1
2,0,0,1,0,50,2018,10,19,0,0,0,108.0,1,0,0,0,0,1,0,1,1,2,54.0,0,0,0,1,0,0,0
2,0,0,2,0,100,2017,7,2,0,0,0,76.5,1,0,0,0,0,1,0,1,2,2,38.25,0,0,0,0,1,0,1
2,0,0,2,1,201,2018,5,24,0,0,0,127.0,1,0,0,0,0,1,0,1,2,2,63.5,0,0,0,0,0,1,1
2,1,1,1,0,97,2018,8,6,0,0,0,134.1,2,0,0,0,0,1,1,1,2,3,44.7,1,0,0,0,1,0,1
2,0,0,3,0,15,2018,4,13,0,0,0,85.0,0,0,0,0,1,0,1,1,3,2,42.5,0,0,1,0,0,0,0
2,0,2,1,0,105,2018,3,5,0,0,0,89.3,0,0,0,0,0,1,1,1,3,2,44.65,0,0,0,0,1,0,1
2,0,0,2,0,140,2018,8,12,0,0,0,103.5,1,0,0,0,0,1,1,1,2,2,51.75,0,0,0,0,1,0,0
2,0,1,3,0,168,2018,11,7,0,0,0,171.9,1,0,0,0,0,1,0,1,4,2,85.95,0,0,0,0,1,0,1
1,0,0,2,0,188,2018,6,15,0,0,0,130.0,0,0,0,0,1,0,0,1,2,1,130.0,0,0,0,0,0,1,1
2,0,2,3,0,24,2017,12,24,0,0,0,58.0,1,0,0,0,1,0,1,1,5,2,29.0,0,0,1,0,0,0,1
1,0,1,2,0,0,2018,3,14,1,0,16,65.0,1,0,0,1,0,0,1,1,3,1,65.0,0,0,0,0,0,0,1
2,0,1,2,0,119,2018,4,29,0,0,0,99.3,0,0,0,0,0,1,1,1,3,2,49.65,0,0,0,0,1,0,1
2,0,0,2,0,122,2018,4,15,0,0,0,85.0,0,0,0,0,1,0,1,1,2,2,42.5,0,0,0,0,1,0,1
3,0,1,2,0,48,2018,5,6,0,0,0,159.3,0,0,0,0,0,1,1,4,3,3,53.1,0,0,0,1,0,0,1
2,0,1,2,0,101,2018,4,11,0,0,0,85.6,0,0,0,0,0,1,1,4,3,2,42.8,0,0,0,0,1,0,1
1,0,1,2,0,3,2017,11,2,0,0,0,79.0,1,0,0,1,0,0,1,1,3,1,79.0,0,0,0,0,0,0,1
1,0,0,1,0,5,2017,10,27,0,0,0,65.0,0,0,0,1,0,0,1,1,1,1,65.0,0,0,0,0,0,0,1
2,0,2,1,0,85,2017,7,5,0,0,0,52.36,0,0,0,0,0,1,0,1,3,2,26.18,0,0,0,1,0,0,1
2,0,1,1,0,64,2018,5,21,0,0,0,116.1,0,0,0,0,0,1,0,1,2,2,58.05,0,0,0,1,0,0,0
2,0,1,0,0,10,2018,3,13,0,0,0,97.0,0,0,0,0,0,1,0,1,1,2,48.5,0,0,1,0,0,0,0
2,0,1,3,0,76,2018,11,14,0,0,0,89.7,1,0,0,0,0,1,1,1,4,2,44.85,0,0,0,1,0,0,1
1,0,0,1,0,7,2018,5,31,0,0,0,97.2727575083911,0,0,1,0,0,0,1,1,1,1,97.2727575083911,0,0,0,0,0,0,1
2,0,2,5,0,39,2018,4,21,0,0,0,117.98,1,0,0,0,0,1,1,4,7,2,58.99,0,0,0,1,0,0,1
1,0,0,1,0,2,2017,12,2,1,0,5,74.0,0,0,0,1,0,0,1,1,1,1,74.0,0,0,0,0,0,0,1
3,0,1,3,0,14,2018,3,10,0,0,0,69.75,0,0,0,0,1,0,1,4,4,3,23.25,0,0,1,0,0,0,1
2,0,1,4,0,115,2018,5,4,0,0,0,99.45,1,0,0,0,0,1,1,1,5,2,49.725,0,0,0,0,1,0,1
1,0,0,1,0,40,2018,4,27,0,0,0,72.0,0,0,0,0,0,1,1,1,1,1,72.0,0,0,0,1,0,0,0
1,0,0,3,0,88,2018,5,3,0,0,0,96.0,0,0,0,0,1,0,1,1,3,1,96.0,0,0,0,1,0,0,1
2,0,1,2,0,193,2018,6,20,0,0,0,120.0,0,0,0,0,1,0,0,1,3,2,60.0,0,0,0,0,0,1,1
2,0,0,3,0,11,2018,6,14,0,0,0,90.0,0,0,0,1,0,0,0,4,3,2,45.0,0,0,1,0,0,0,1
2,0,0,1,0,4,2017,12,19,0,0,0,77.25,1,0,0,0,0,1,1,2,1,2,38.625,0,0,0,0,0,0,1
1,0,1,2,0,118,2018,6,6,0,0,0,110.0,0,0,0,0,1,0,1,1,3,1,110.0,0,0,0,0,1,0,1
2,0,2,0,0,45,2018,12,18,0,0,0,79.2,0,0,0,0,0,1,1,1,2,2,39.6,0,0,0,1,0,0,0
2,0,0,3,0,213,2018,6,7,0,0,0,130.0,0,0,0,0,1,0,0,1,3,2,65.0,0,0,0,0,0,1,1
2,0,2,1,0,138,2017,8,22,0,0,0,94.5,0,0,0,0,1,0,0,1,3,2,47.25,0,0,0,0,1,0,1
1,0,0,3,0,166,2018,11,1,0,0,0,110.0,0,0,0,0,1,0,0,1,3,1,110.0,0,0,0,0,1,0,1
3,0,2,4,0,143,2018,7,28,0,0,0,132.88,1,0,0,0,0,1,1,1,6,3,44.29333333333333,0,0,0,0,1,0,1
2,0,1,2,0,32,2018,2,26,0,0,0,62.0,2,0,0,0,1,0,1,1,3,2,31.0,0,0,0,1,0,0,1
2,0,2,5,0,132,2018,7,31,0,0,0,121.37,0,0,0,0,0,1,0,4,7,2,60.685,0,0,0,0,1,0,1
2,0,0,3,0,57,2018,11,17,0,0,0,79.2,2,0,0,0,0,1,1,1,3,2,39.6,0,0,0,1,0,0,0
2,0,1,1,0,45,2018,1,23,0,0,0,80.3,0,0,0,0,0,1,1,1,2,2,40.15,0,0,0,1,0,0,1
2,0,1,3,0,118,2018,6,20,0,0,0,109.86,0,0,0,0,0,1,0,1,4,2,54.93,0,0,0,0,1,0,1
2,0,1,1,0,33,2017,10,19,0,0,0,96.3,2,0,0,0,0,1,1,1,2,2,48.15,0,0,0,1,0,0,1
2,0,0,2,0,240,2018,9,30,0,0,0,140.4,0,0,0,0,0,1,0,4,2,2,70.2,0,0,0,0,0,1,1
2,0,2,7,0,139,2018,7,13,0,0,0,130.99,0,0,0,0,0,1,0,4,9,2,65.495,0,1,0,0,1,0,1
2,0,1,2,0,28,2017,10,12,0,0,0,99.87,2,0,0,0,0,1,1,1,3,2,49.935,0,0,1,0,0,0,1
2,0,1,2,0,20,2017,12,28,0,0,0,70.42,0,0,0,0,0,1,1,4,3,2,35.21,0,0,1,0,0,0,1
3,0,2,2,0,43,2018,7,3,0,0,0,150.3,2,0,0,0,0,1,1,4,4,3,50.1,0,0,0,1,0,0,1
2,0,1,2,0,9,2018,6,17,0,0,0,129.0,1,0,0,0,0,1,0,1,3,2,64.5,0,0,1,0,0,0,0
2,1,0,4,0,51,2018,5,11,0,0,0,187.85,2,0,0,0,0,1,1,6,4,3,62.61666666666667,1,0,0,1,0,0,1
2,0,2,2,0,64,2018,3,6,0,0,0,83.48,0,0,0,0,0,1,1,1,4,2,41.74,0,0,0,1,0,0,1
1,0,2,1,0,116,2018,2,28,0,0,0,61.0,0,0,0,0,1,0,0,1,3,1,61.0,0,0,0,0,1,0,1
2,0,1,0,0,4,2018,6,26,0,0,0,109.0,1,0,0,0,0,1,1,1,1,2,54.5,0,0,0,0,0,0,1
2,0,0,2,0,74,2018,9,27,0,0,0,149.4,0,0,0,0,0,1,0,4,2,2,74.7,0,0,0,1,0,0,1
2,2,0,4,0,29,2017,11,4,0,0,0,150.45,3,0,0,0,0,1,1,6,4,4,37.6125,1,0,1,0,0,0,1
2,0,1,2,0,59,2018,11,14,0,0,0,75.0,1,0,0,0,1,0,1,1,3,2,37.5,0,0,0,1,0,0,1
2,0,0,3,0,196,2018,8,30,0,0,0,85.5,0,0,0,0,0,1,0,1,3,2,42.75,0,0,0,0,0,1,0
2,2,2,3,0,44,2018,3,18,0,0,0,212.42,0,0,0,0,0,1,0,6,5,4,53.105,1,0,0,1,0,0,1
2,0,2,3,0,68,2018,4,17,0,0,0,90.95,0,0,0,0,1,0,1,4,5,2,45.475,0,0,0,1,0,0,1
1,0,2,0,0,2,2017,9,20,0,0,0,77.0,0,0,0,0,1,0,1,1,2,1,77.0,0,0,0,0,0,0,1
2,0,0,2,0,38,2018,7,26,0,0,0,125.1,1,0,0,0,0,1,0,1,2,2,62.55,0,0,0,1,0,0,0
2,0,0,3,0,84,2017,8,6,0,0,0,76.5,1,0,0,0,0,1,0,1,3,2,38.25,0,0,0,1,0,0,1
2,0,1,2,0,168,2018,4,22,0,0,0,85.0,0,0,0,0,1,0,0,1,3,2,42.5,0,0,0,0,1,0,1
1,0,1,1,0,4,2018,2,22,0,0,0,73.8,0,0,0,0,1,0,1,1,2,1,73.8,0,0,0,0,0,0,1
1,0,1,1,0,131,2018,10,10,0,0,0,103.05,1,0,0,0,0,1,1,1,2,1,103.05,0,0,0,0,1,0,0
2,1,1,0,0,187,2018,8,29,0,0,0,112.5,0,0,0,0,0,1,0,1,1,3,37.5,1,0,0,0,0,1,1
3,0,2,3,0,138,2018,7,16,0,0,0,130.05,0,0,0,0,0,1,1,1,5,3,43.35,0,0,0,0,1,0,1
2,2,0,4,0,182,2018,12,27,0,0,0,144.5,1,0,0,0,0,1,0,6,4,4,36.125,1,0,0,0,0,1,1
2,0,0,1,0,2,2018,9,15,0,0,0,114.73,2,0,0,0,0,1,1,1,1,2,57.365,0,0,0,0,0,0,0
3,0,0,2,0,24,2018,6,22,0,0,0,157.0,0,0,0,0,0,1,0,4,2,3,52.333333333333336,0,0,1,0,0,0,1
1,0,0,2,0,292,2018,7,21,0,0,0,90.0,0,0,0,0,1,0,1,1,2,1,90.0,0,0,0,0,0,1,1
2,1,2,3,0,63,2018,4,22,0,0,0,90.06,0,0,0,0,0,1,1,1,5,3,30.02,1,0,0,1,0,0,1
2,0,2,0,0,26,2018,10,16,0,0,0,85.0,0,0,0,0,1,0,1,1,2,2,42.5,0,0,1,0,0,0,1
2,0,2,2,0,18,2018,8,6,0,0,0,151.0,2,0,0,0,0,1,1,1,4,2,75.5,0,0,1,0,0,0,1
2,0,2,0,0,9,2018,10,30,0,0,0,178.0,2,0,0,0,0,1,1,1,2,2,89.0,0,0,1,0,0,0,1
2,0,2,2,0,110,2018,4,9,0,0,0,76.5,1,0,0,0,0,1,0,1,4,2,38.25,0,0,0,0,1,0,0
1,0,0,2,0,103,2018,4,19,0,0,0,115.0,0,0,0,0,1,0,0,1,2,1,115.0,0,0,0,0,1,0,1
2,0,2,2,0,11,2018,12,2,0,0,0,76.29,0,0,0,0,0,1,1,1,4,2,38.145,0,0,1,0,0,0,0
3,0,2,2,0,47,2018,4,10,0,0,0,130.05,2,0,0,0,0,1,1,4,4,3,43.35,0,0,0,1,0,0,1
2,0,0,1,0,6,2018,12,24,0,0,0,135.5,1,0,0,0,0,1,1,1,1,2,67.75,0,0,0,0,0,0,1
2,0,0,2,0,22,2017,12,18,0,0,0,75.0,0,0,0,1,0,0,1,1,2,2,37.5,0,0,1,0,0,0,1
2,0,1,0,0,258,2018,10,16,0,0,0,110.0,0,0,0,0,1,0,0,1,1,2,55.0,0,0,0,0,0,1,1
2,0,0,2,0,177,2018,6,3,0,0,0,100.0,0,0,0,0,1,0,0,1,2,2,50.0,0,0,0,0,1,0,1
2,0,2,5,0,15,2018,12,20,0,0,0,88.4,0,0,0,0,0,1,1,1,7,2,44.2,0,0,1,0,0,0,1
3,0,0,3,0,41,2018,8,24,0,0,0,177.3,1,0,0,0,0,1,1,4,3,3,59.1,0,0,0,1,0,0,1
2,0,0,2,0,263,2018,10,21,0,0,0,110.0,0,0,0,0,1,0,0,1,2,2,55.0,0,0,0,0,0,1,1
1,0,1,3,0,22,2018,9,26,0,0,0,106.4,0,0,0,0,0,1,0,1,4,1,106.4,0,0,1,0,0,0,1
2,0,1,2,0,86,2018,11,4,0,0,0,99.0,2,0,0,0,0,1,1,1,3,2,49.5,0,0,0,1,0,0,1
2,0,0,2,0,239,2018,6,15,0,0,0,112.2,0,0,0,0,1,0,0,1,2,2,56.1,0,0,0,0,0,1,1
2,0,0,1,0,79,2017,9,18,0,0,0,89.25,0,0,0,0,0,1,0,1,1,2,44.625,0,0,0,1,0,0,1
2,0,0,3,0,66,2018,11,24,0,0,0,75.0,0,0,0,0,1,0,1,1,3,2,37.5,0,0,0,1,0,0,1
1,0,2,3,0,151,2018,10,6,0,0,0,88.01,1,0,0,0,0,1,1,1,5,1,88.01,0,0,0,0,1,0,1
3,0,1,2,0,0,2018,6,20,0,0,0,105.4,0,0,0,0,1,0,1,1,3,3,35.13333333333333,0,0,0,0,0,0,1
2,0,0,3,0,47,2018,2,18,0,0,0,90.3,0,0,0,0,0,1,1,4,3,2,45.15,0,0,0,1,0,0,1
2,2,2,3,0,50,2018,10,16,0,0,0,198.0,3,0,0,0,0,1,1,6,5,4,49.5,1,0,0,1,0,0,1
1,0,0,3,0,221,2018,9,29,0,0,0,115.5,2,0,0,0,0,1,0,1,3,1,115.5,0,0,0,0,0,1,1
0,2,1,1,0,53,2018,5,16,0,0,0,127.6,0,0,0,0,0,1,1,2,2,2,63.8,1,0,0,1,0,0,1
3,0,1,1,0,63,2018,7,18,0,0,0,137.7,2,0,0,0,0,1,1,4,2,3,45.9,0,0,0,1,0,0,1
1,0,3,8,0,21,2018,4,28,0,0,0,95.0,0,1,0,0,0,0,1,1,11,1,95.0,0,1,1,0,0,0,1
2,0,2,1,0,9,2017,12,27,0,0,0,103.67,1,0,0,0,0,1,1,1,3,2,51.835,0,0,1,0,0,0,1
2,0,1,1,0,26,2018,11,19,0,0,0,104.0,1,0,0,0,0,1,0,1,2,2,52.0,0,0,1,0,0,0,1
2,0,1,3,0,38,2017,11,5,0,0,0,60.0,0,0,0,0,1,0,1,4,4,2,30.0,0,0,0,1,0,0,1
2,1,2,5,0,162,2018,12,26,0,0,0,158.56,0,0,0,0,0,1,1,1,7,3,52.85333333333333,1,0,0,0,1,0,1
2,0,0,3,0,106,2018,4,28,0,0,0,111.3,0,0,0,0,0,1,1,4,3,2,55.65,0,0,0,0,1,0,1
2,2,1,2,0,9,2017,8,17,0,0,0,153.0,1,0,0,0,0,1,0,6,3,4,38.25,1,0,1,0,0,0,1
2,0,0,3,0,304,2018,11,3,0,0,0,89.0,0,0,0,0,1,0,0,1,3,2,44.5,0,0,0,0,0,1,1
1,0,1,0,0,6,2017,10,12,1,0,1,65.0,0,0,0,1,0,0,1,1,1,1,65.0,0,0,0,0,0,0,1
1,0,0,2,0,3,2018,11,10,0,0,0,95.0,0,1,0,0,0,0,1,4,2,1,95.0,0,0,0,0,0,0,1
2,0,0,2,0,5,2018,3,16,0,0,0,208.38780000000003,0,0,1,0,0,0,1,7,2,2,104.1939,0,0,0,0,0,0,1
2,0,2,2,0,34,2017,10,4,0,0,0,94.5,1,0,0,0,0,1,1,1,4,2,47.25,0,0,0,1,0,0,1
2,0,1,4,0,71,2018,2,15,0,0,0,63.49,1,0,0,0,0,1,1,4,5,2,31.745,0,0,0,1,0,0,1
3,0,0,2,0,45,2018,6,17,0,0,0,159.3,2,0,0,0,0,1,1,4,2,3,53.1,0,0,0,1,0,0,1
2,2,1,2,0,102,2018,7,22,0,0,0,189.3,0,0,0,0,0,1,1,6,3,4,47.325,1,0,0,0,1,0,1
1,0,0,3,0,46,2018,3,3,0,0,0,73.9,0,0,0,0,0,1,0,1,3,1,73.9,0,0,0,1,0,0,1
2,0,2,3,0,170,2018,4,8,0,0,0,78.0,0,0,0,0,1,0,1,1,5,2,39.0,0,0,0,0,1,0,1
1,0,1,2,0,219,2017,9,4,0,0,0,76.67,0,0,0,0,1,0,1,1,3,1,76.67,0,0,0,0,0,1,1
2,0,0,2,0,231,2018,8,11,0,0,0,86.63,0,0,0,0,0,1,0,2,2,2,43.315,0,0,0,0,0,1,1
2,0,1,2,0,56,2018,5,13,0,0,0,116.1,1,0,0,0,0,1,1,1,3,2,58.05,0,0,0,1,0,0,0
2,1,0,2,0,1,2018,2,26,0,0,0,111.0,2,0,0,0,0,1,1,1,2,3,37.0,1,0,0,0,0,0,1
2,0,1,4,0,92,2018,11,2,0,0,0,90.0,0,0,0,0,0,1,1,1,5,2,45.0,0,0,0,0,1,0,1
2,0,0,2,0,91,2018,10,12,0,0,0,113.4,0,0,0,0,0,1,1,1,2,2,56.7,0,0,0,0,1,0,1
2,0,2,5,0,9,2018,7,14,0,0,0,160.29,1,0,0,0,0,1,1,4,7,2,80.145,0,0,1,0,0,0,1
2,0,0,1,0,24,2017,9,19,0,0,0,115.0,2,0,0,0,0,1,1,1,1,2,57.5,0,0,1,0,0,0,0
2,0,2,1,0,8,2018,5,21,0,0,0,132.6,2,0,0,0,0,1,1,4,3,2,66.3,0,0,1,0,0,0,1
2,0,1,1,0,48,2018,8,1,0,0,0,149.4,1,0,0,0,0,1,0,4,2,2,74.7,0,0,0,1,0,0,1
2,0,1,1,0,33,2018,1,25,0,0,0,62.0,0,0,0,1,0,0,0,1,2,2,31.0,0,0,0,1,0,0,1
2,0,1,4,0,63,2018,10,24,0,0,0,103.61,1,0,0,0,0,1,1,4,5,2,51.805,0,0,0,1,0,0,1
2,0,2,2,0,3,2018,3,11,0,0,0,68.0,0,0,0,0,1,0,1,1,4,2,34.0,0,0,0,0,0,0,1
2,0,0,1,0,35,2017,12,26,0,0,0,97.0,1,0,0,0,0,1,1,4,1,2,48.5,0,0,0,1,0,0,1
2,0,5,12,0,121,2018,7,18,0,0,0,72.25,0,0,0,0,1,0,0,1,17,2,36.125,0,1,0,0,1,0,1
2,0,0,3,0,213,2018,6,7,0,0,0,130.0,0,0,0,0,1,0,0,1,3,2,65.0,0,0,0,0,0,1,1
2,0,0,3,0,65,2018,9,7,0,0,0,136.8,0,0,0,0,0,1,0,4,3,2,68.4,0,0,0,1,0,0,1
2,0,0,3,0,44,2018,2,17,0,0,0,75.0,0,0,0,0,1,0,1,1,3,2,37.5,0,0,0,1,0,0,1
1,0,0,0,0,2,2018,12,1,0,0,0,97.2727575083911,2,0,0,0,0,1,1,1,0,1,97.2727575083911,0,0,0,0,0,0,1
1,0,0,1,0,37,2018,10,26,0,0,0,123.0,0,0,0,0,0,1,1,1,1,1,123.0,0,0,0,1,0,0,1
2,0,2,1,0,9,2018,8,14,0,0,0,148.0,2,0,0,0,0,1,1,1,3,2,74.0,0,0,1,0,0,0,0
2,0,2,2,0,0,2018,7,2,0,0,0,151.0,1,0,0,0,0,1,1,1,4,2,75.5,0,0,0,0,0,0,1
2,0,0,3,0,24,2018,3,8,0,0,0,81.0,2,0,0,0,0,1,1,1,3,2,40.5,0,0,1,0,0,0,0
2,0,1,2,1,101,2018,4,11,0,0,0,103.6,0,0,0,0,0,1,1,4,3,2,51.8,0,0,0,0,1,0,1
2,2,2,1,0,146,2018,6,12,0,0,0,178.2,3,0,0,0,0,1,1,6,3,4,44.55,1,0,0,0,1,0,1
2,0,1,2,0,31,2018,8,22,0,0,0,147.72,0,0,0,0,1,0,1,1,3,2,73.86,0,0,0,1,0,0,1
1,0,0,1,0,1,2017,11,14,0,0,0,79.0,0,0,0,1,0,0,1,1,1,1,79.0,0,0,0,0,0,0,1
2,0,2,4,0,165,2018,7,6,0,0,0,83.58,1,0,0,0,0,1,1,1,6,2,41.79,0,0,0,0,1,0,0
2,0,1,2,0,41,2017,10,16,0,0,0,105.9,2,0,0,0,0,1,1,1,3,2,52.95,0,0,0,1,0,0,1
2,0,2,5,0,78,2018,12,22,0,0,0,70.88,1,0,0,0,0,1,1,4,7,2,35.44,0,0,0,1,0,0,1
2,0,0,2,0,86,2017,9,9,0,0,0,100.0,0,0,0,1,0,0,0,1,2,2,50.0,0,0,0,1,0,0,1
2,0,0,4,0,93,2018,3,15,0,0,0,63.75,0,0,0,0,1,0,1,1,4,2,31.875,0,0,0,0,1,0,0
2,0,1,2,0,89,2018,4,8,0,0,0,87.3,1,0,0,0,0,1,1,1,3,2,43.65,0,0,0,1,0,0,1
2,0,1,1,0,145,2018,7,30,0,0,0,114.3,0,0,0,0,0,1,0,1,2,2,57.15,0,0,0,0,1,0,1
1,0,0,1,0,20,2018,1,22,0,0,0,81.0,0,0,0,0,0,1,1,1,1,1,81.0,0,0,1,0,0,0,1
1,0,0,1,0,77,2018,11,23,0,0,0,86.4,0,0,0,0,0,1,0,1,1,1,86.4,0,0,0,1,0,0,1
1,0,1,0,0,26,2018,7,11,1,1,8,65.0,0,0,0,1,0,0,1,1,1,1,65.0,0,0,1,0,0,0,1
2,0,0,2,0,56,2017,9,17,0,0,0,82.0,0,0,0,0,1,0,1,1,2,2,41.0,0,0,0,1,0,0,1
2,0,2,2,0,53,2018,9,11,0,0,0,149.4,0,0,0,0,0,1,0,4,4,2,74.7,0,0,0,1,0,0,1
2,0,2,3,0,192,2017,9,25,0,0,0,102.0,0,0,0,0,1,0,0,1,5,2,51.0,0,0,0,0,0,1,1
0,2,2,3,0,251,2018,8,14,0,0,0,81.5,1,0,0,0,0,1,0,2,5,2,40.75,1,0,0,0,0,1,1
2,0,0,2,0,18,2017,9,4,0,0,0,96.0,1,0,0,0,0,1,1,1,2,2,48.0,0,0,1,0,0,0,0
2,1,0,1,0,10,2018,6,14,0,0,0,119.0,0,0,0,0,0,1,0,4,1,3,39.66666666666666,1,0,1,0,0,0,1
3,0,1,1,0,71,2018,10,22,0,0,0,183.5,0,0,0,0,1,0,1,4,2,3,61.16666666666666,0,0,0,1,0,0,1
1,0,2,3,0,49,2018,9,3,0,0,0,94.32,3,0,0,0,0,1,1,1,5,1,94.32,0,0,0,1,0,0,0
1,0,1,2,0,118,2018,6,6,0,0,0,119.0,0,0,0,0,1,0,1,1,3,1,119.0,0,0,0,0,1,0,1
2,0,2,5,0,187,2018,8,28,0,0,0,96.05,0,0,0,0,0,1,0,1,7,2,48.025,0,0,0,0,0,1,1
3,0,2,3,0,162,2018,8,11,0,0,0,96.9,0,0,0,0,1,0,1,1,5,3,32.300000000000004,0,0,0,0,1,0,1
2,1,0,2,0,32,2018,4,20,0,0,0,126.0,2,0,0,0,0,1,1,1,2,3,42.0,1,0,0,1,0,0,1
2,1,0,5,0,59,2018,12,13,0,0,0,129.2,2,0,0,0,0,1,1,4,5,3,43.06666666666666,1,0,0,1,0,0,1
2,0,1,2,0,105,2017,10,12,0,0,0,110.0,0,0,0,0,1,0,0,1,3,2,55.0,0,0,0,0,1,0,1
2,0,0,2,0,26,2018,4,15,0,0,0,115.0,0,0,0,0,0,1,0,1,2,2,57.5,0,0,1,0,0,0,0
1,0,1,2,0,12,2018,5,30,0,0,0,97.02,0,0,0,0,0,1,0,1,3,1,97.02,0,0,1,0,0,0,1
2,0,2,3,0,35,2018,6,26,0,0,0,110.7,1,0,0,0,0,1,1,1,5,2,55.35,0,0,0,1,0,0,1
1,0,0,1,0,20,2018,5,26,0,0,0,110.0,0,1,0,0,0,0,0,4,1,1,110.0,0,0,1,0,0,0,1
2,0,1,0,0,3,2018,9,25,0,0,0,95.0,0,0,0,0,1,0,1,1,1,2,47.5,0,0,0,0,0,0,1
1,0,2,2,0,162,2018,10,14,0,0,0,115.0,0,0,0,0,1,0,0,1,4,1,115.0,0,0,0,0,1,0,1
2,0,0,3,0,104,2018,4,28,0,0,0,102.3,0,0,0,0,0,1,1,1,3,2,51.15,0,0,0,0,1,0,1
